,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore,Hydro Water Reservoir,Generation,Storage Discharge,Storage Charge,Demand,Total Generation,Total Load,Net Export
2026-01-01 00:00:00+00:00,0.0,0.439999,1266.1012234999998,0.0,18.207329,248.7108565,734.1489877500001,2267.60839575,0.0,0.0,4763.3275,2267.60839575,4763.3275,-2495.7191042500003
2026-01-01 01:00:00+00:00,0.0,0.439999,1262.8746740000001,0.0,17.84523,221.0132435,669.2166997500001,2171.38984625,0.0,0.0,4710.575,2171.38984625,4710.575,-2539.1851537499997
2026-01-01 02:00:00+00:00,0.0,0.439999,1263.76594675,0.0,18.87654725,130.8441705,578.6271937500001,1992.55385725,0.0,0.0,4649.9625,1992.55385725,4649.9625,-2657.4086427499997
2026-01-01 03:00:00+00:00,0.0,0.439999,1264.08032575,0.0,17.5627505,71.8556085,564.21057025,1918.149254,0.0,0.0,4605.3375,1918.149254,4605.3375,-2687.1882459999997
2026-01-01 04:00:00+00:00,0.0,0.439999,1258.64784225,0.0,17.38477225,31.481107,552.2224515,1860.176172,0.0,0.0,4620.335,1860.176172,4620.335,-2760.158828
2026-01-01 05:00:00+00:00,0.0,0.439999,1266.172293,0.0,19.19994775,18.0033645,561.29262375,1865.108228,0.0,0.0,4777.7225,1865.108228,4777.7225,-2912.614272
2026-01-01 06:00:00+00:00,0.0,0.439999,1278.91918975,0.0,21.048185,8.951601,479.15368424999997,1788.512659,0.0,0.0,4896.8275,1788.512659,4896.8275,-3108.3148410000003
2026-01-01 07:00:00+00:00,0.0,0.439999,1283.0631735,0.0,21.061311,0.74963875,470.796918,1776.1110402499999,0.0,0.0,4989.17,1776.1110402499999,4989.17,-3213.05895975
2026-01-01 08:00:00+00:00,0.0,0.439999,1279.75464775,0.0,21.868508249999998,0.2631185,497.67800975,1800.00428325,0.0,0.0,5091.6775,1800.00428325,5091.6775,-3291.6732167499995
2026-01-01 09:00:00+00:00,0.0,0.439999,1278.25828675,0.5409995,20.99335825,8.05072375,413.38196675,1721.665334,0.0,0.0,5190.4175,1721.665334,5190.4175,-3468.7521659999993
2026-01-01 10:00:00+00:00,0.0,0.439999,1283.9703077499998,0.64137025,20.79545975,12.5523955,479.0014275,1797.4009597499999,0.0,0.0,5295.4974999999995,1797.4009597499999,5295.4974999999995,-3498.0965402499996
2026-01-01 11:00:00+00:00,0.0,0.439999,1278.51985375,0.70958575,20.216224,18.7538015,526.35734925,1844.99681325,0.0,0.0,5387.825,1844.99681325,5387.825,-3542.82818675
2026-01-01 12:00:00+00:00,0.0,0.439999,1275.238475,0.461991,19.371904,38.3225505,522.7962305,1856.6311500000002,0.0,0.0,5480.335,1856.6311500000002,5480.335,-3623.70385
2026-01-01 13:00:00+00:00,0.0,0.439999,1275.2860375,0.259909,18.36934475,58.84042075,625.681324,1978.877035,0.0,0.0,5560.75,1978.877035,5560.75,-3581.872965
2026-01-01 14:00:00+00:00,0.0,0.439999,1267.41010275,0.00043525,17.3333685,52.60556525,756.87077775,2094.6602485,0.0,0.0,5658.89,2094.6602485,5658.89,-3564.2297515000005
2026-01-01 15:00:00+00:00,0.0,0.439999,1270.0164685,0.0,16.734132250000002,63.01534325,769.72119425,2119.9271372499998,0.0,0.0,5763.4675,2119.9271372499998,5763.4675,-3643.54036275
2026-01-01 16:00:00+00:00,0.0,0.439999,1271.9979435,0.0,15.211348749999999,75.9676305,793.81940175,2157.4363235,0.0,0.0,5754.96,2157.4363235,5754.96,-3597.5236765
2026-01-01 17:00:00+00:00,0.0,0.439999,1265.3433525,0.0,17.201386749999998,85.53861275,814.6212644999999,2183.1446155,0.0,0.0,5670.585,2183.1446155,5670.585,-3487.4403845
2026-01-01 18:00:00+00:00,0.0,0.439999,1256.526147,0.0,16.3623725,118.06174975,745.57340275,2136.963671,0.0,0.0,5589.33,2136.963671,5589.33,-3452.366329
2026-01-01 19:00:00+00:00,0.0,0.439999,1253.9377005000001,0.0,17.655604,162.4121485,766.39425875,2200.83971075,0.0,0.0,5476.0425,2200.83971075,5476.0425,-3275.2027892499996
2026-01-01 20:00:00+00:00,0.0,0.439999,1249.5934997499999,0.0,17.81805225,181.063086,727.68681925,2176.60145625,0.0,0.0,5407.705,2176.60145625,5407.705,-3231.10354375
2026-01-01 21:00:00+00:00,0.0,0.439999,1248.7039845,0.0,17.94878025,181.368978,724.2520965,2172.7138382499998,0.0,0.0,5303.0575,2172.7138382499998,5303.0575,-3130.34366175
2026-01-01 22:00:00+00:00,0.0,0.439999,1245.3052565,0.0,17.22433425,190.5426915,665.83135975,2119.3436410000004,0.0,0.0,5237.46,2119.3436410000004,5237.46,-3118.1163589999996
2026-01-01 23:00:00+00:00,0.0,0.439999,1251.69514025,0.0,17.26822975,193.30720875,528.61021425,1991.320792,0.0,0.0,5135.952499999999,1991.320792,5135.952499999999,-3144.6317079999994
2026-01-02 00:00:00+00:00,0.0,0.439999,1259.483191,0.0,16.74014125,199.31485575,531.85863475,2007.8368217500001,0.0,0.0,5047.415,2007.8368217500001,5047.415,-3039.57817825
2026-01-02 01:00:00+00:00,0.0,0.439999,1265.2336345,0.0,16.73358725,221.61081675,467.7914055,1971.809443,0.0,0.0,5034.7675,1971.809443,5034.7675,-3062.958057
2026-01-02 02:00:00+00:00,0.0,0.439999,1271.664404,0.0,17.941317,231.11818475,547.1686677499999,2068.3325725,0.0,0.0,5044.0025000000005,2068.3325725,5044.0025000000005,-2975.6699275000005
2026-01-02 03:00:00+00:00,0.0,0.439999,1274.6093087499999,0.0,16.53065175,230.29709175,504.482474,2026.35952525,0.0,0.0,5093.1525,2026.35952525,5093.1525,-3066.79297475
2026-01-02 04:00:00+00:00,0.0,0.439999,1273.83479825,0.0,17.473286,223.818408,496.008608,2011.5750992499998,0.0,0.0,5247.57,2011.5750992499998,5247.57,-3235.99490075
2026-01-02 05:00:00+00:00,0.0,0.439999,1276.7291195,0.0,19.416402,221.838044,526.17267925,2044.5962437500002,0.0,0.0,5579.985,2044.5962437500002,5579.985,-3535.3887562499995
2026-01-02 06:00:00+00:00,0.0,0.439999,1272.531063,0.0,19.118737499999998,227.33660650000002,603.74063675,2123.16704275,0.0,0.0,5892.1075,2123.16704275,5892.1075,-3768.9404572500002
2026-01-02 07:00:00+00:00,0.0,0.439999,1269.249344,0.0,17.71052725,219.49897725,664.45240625,2171.35125375,0.0,0.0,6090.8325,2171.35125375,6090.8325,-3919.4812462500004
2026-01-02 08:00:00+00:00,0.0,0.439999,1266.27079775,0.0,15.39631025,214.016739,747.7721887499999,2243.8960347499997,0.0,0.0,6236.07,2243.8960347499997,6236.07,-3992.17396525
2026-01-02 09:00:00+00:00,0.0,0.439999,1266.7672969999999,0.3704555,15.48593475,223.42939575,841.75015075,2348.2432327499996,0.0,0.0,6409.745,2348.2432327499996,6409.745,-4061.5017672500003
2026-01-02 10:00:00+00:00,0.0,0.439999,1260.3887622500001,0.47644525,14.177535500000001,217.939377,802.5700185000001,2295.9921375000004,0.0,0.0,6534.27,2295.9921375000004,6534.27,-4238.2778625
2026-01-02 11:00:00+00:00,0.0,0.439999,1270.822032,0.5499015,15.2162465,218.12270625,867.452359,2372.60324425,0.0,0.0,6630.405,2372.60324425,6630.405,-4257.80175575
2026-01-02 12:00:00+00:00,0.0,0.439999,1286.7514085,0.45193500000000003,12.7528545,225.8656565,761.8665834999999,2288.1284370000003,0.0,0.0,6653.6025,2288.1284370000003,6653.6025,-4365.474063
2026-01-02 13:00:00+00:00,0.0,0.439999,1283.50763275,0.32734199999999997,13.37468975,233.7148475,968.070483,2499.434994,0.0,0.0,6689.9375,2499.434994,6689.9375,-4190.502506
2026-01-02 14:00:00+00:00,0.0,0.439999,1292.45182725,0.0003225,13.05396275,231.64403275,1049.33259575,2586.92274,0.0,0.0,6744.45,2586.92274,6744.45,-4157.52726
2026-01-02 15:00:00+00:00,0.0,0.439999,1286.3409025,0.0,12.0151175,226.81414825000002,1117.4558735,2643.06604075,0.0,0.0,6795.3125,2643.06604075,6795.3125,-4152.24645925
2026-01-02 16:00:00+00:00,0.0,0.439999,1284.62787975,0.0,13.51226475,226.861021,1104.798868,2630.2400325,0.0,0.0,6741.5875,2630.2400325,6741.5875,-4111.3474675
2026-01-02 17:00:00+00:00,0.0,0.439999,1283.2490435,0.0,12.97082,224.61199675,1129.02261075,2650.29447,0.0,0.0,6626.9025,2650.29447,6626.9025,-3976.6080300000003
2026-01-02 18:00:00+00:00,0.0,0.439999,1272.25075925,0.0,12.68522325,229.76677974999998,1051.8919875,2567.0347487500003,0.0,0.0,6547.055,2567.0347487500003,6547.055,-3980.02025125
2026-01-02 19:00:00+00:00,0.0,0.439999,1277.304855,0.0,14.292549,231.39133175,1005.37799575,2528.8067305,0.0,0.0,6408.9725,2528.8067305,6408.9725,-3880.1657695
2026-01-02 20:00:00+00:00,0.0,0.439999,1278.017687,0.0,14.2951825,231.71148975,1068.5348085,2592.99916675,0.0,0.0,6253.76,2592.99916675,6253.76,-3660.7608332500004
2026-01-02 21:00:00+00:00,0.0,0.439999,1269.0188134999999,0.0,15.50046875,230.614917,1049.8852685,2565.4594667499996,0.0,0.0,6087.7625,2565.4594667499996,6087.7625,-3522.30303325
2026-01-02 22:00:00+00:00,0.0,0.439999,1262.5548254999999,0.0,16.288609,231.34116225,1039.23878025,2549.863376,0.0,0.0,5920.185,2549.863376,5920.185,-3370.3216240000006
2026-01-02 23:00:00+00:00,0.0,0.439999,1265.9585849999999,0.0,16.280552999999998,231.33694350000002,1037.01688425,2551.03296475,0.0,0.0,5733.8775000000005,2551.03296475,5733.8775000000005,-3182.8445352500007
2026-01-03 00:00:00+00:00,0.0,0.439999,1246.87718175,0.0,16.07786575,227.41703,948.97249475,2439.78457125,0.0,0.0,5630.9725,2439.78457125,5630.9725,-3191.1879287499996
2026-01-03 01:00:00+00:00,0.0,0.439999,1226.39161075,0.0,15.75323025,218.52628825,892.715924,2353.8270522499997,0.0,0.0,5554.2625,2353.8270522499997,5554.2625,-3200.43544775
2026-01-03 02:00:00+00:00,0.0,0.439999,1220.402308,0.0,16.296288750000002,223.96551300000002,920.22757675,2381.3316855000003,0.0,0.0,5508.094999999999,2381.3316855000003,5508.094999999999,-3126.763314499999
2026-01-03 03:00:00+00:00,0.0,0.439999,1218.00874075,0.0,15.617104000000001,223.49283325,923.56978875,2381.12846575,0.0,0.0,5478.02,2381.12846575,5478.02,-3096.8915342500004
2026-01-03 04:00:00+00:00,0.0,0.439999,1236.202755,0.0,15.7018735,226.0309255,923.8317225000001,2402.2072755,0.0,0.0,5502.27,2402.2072755,5502.27,-3100.0627245000005
2026-01-03 05:00:00+00:00,0.0,0.439999,1244.85972075,0.0,17.2318075,228.614181,863.6496285000001,2354.79533675,0.0,0.0,5626.7575,2354.79533675,5626.7575,-3271.96216325
2026-01-03 06:00:00+00:00,0.0,0.439999,1245.16486475,0.0,17.782279000000003,229.4996155,937.38820025,2430.2749585,0.0,0.0,5702.4375,2430.2749585,5702.4375,-3272.1625415
2026-01-03 07:00:00+00:00,0.0,0.439999,1255.3473275000001,0.0,17.77988925,229.5729255,979.1242555,2482.26439675,0.0,0.0,5902.96,2482.26439675,5902.96,-3420.69560325
2026-01-03 08:00:00+00:00,0.0,0.439999,1262.92247525,0.0,16.47184225,230.541258,1080.9039942499999,2591.2795687499997,0.0,0.0,6095.7175,2591.2795687499997,6095.7175,-3504.43793125
2026-01-03 09:00:00+00:00,0.0,0.439999,1266.23501425,0.57175825,16.07469225,230.42408925,1132.6856955,2646.4312485,0.0,0.0,6279.11,2646.4312485,6279.11,-3632.6787514999996
2026-01-03 10:00:00+00:00,0.0,0.439999,1254.522046,0.48347875,15.946206,230.64077749999998,1089.111283,2591.14379025,0.0,0.0,6456.5175,2591.14379025,6456.5175,-3865.3737097499998
2026-01-03 11:00:00+00:00,0.0,0.439999,1243.5418022499998,0.61434625,15.35110675,229.54446275,1084.4353015000002,2573.9270185,0.0,0.0,6553.5875,2573.9270185,6553.5875,-3979.6604814999996
2026-01-03 12:00:00+00:00,0.0,0.439999,1240.6645445,0.43543075,13.4059515,230.48654175000001,1076.945804,2562.3782714999998,0.0,0.0,6572.1225,2562.3782714999998,6572.1225,-4009.7442285000006
2026-01-03 13:00:00+00:00,0.0,0.439999,1242.520112,0.38060525,14.31028825,230.85051049999998,1155.892401,2644.393916,0.0,0.0,6572.1849999999995,2644.393916,6572.1849999999995,-3927.7910839999995
2026-01-03 14:00:00+00:00,0.0,0.439999,1251.0056359999999,0.00052525,13.966277,234.62339075,1228.7708105,2728.8066384999997,0.0,0.0,6595.6775,2728.8066384999997,6595.6775,-3866.8708615
2026-01-03 15:00:00+00:00,0.0,0.439999,1253.4035657499999,0.0,13.27224875,233.91141025,1228.68349725,2729.710721,0.0,0.0,6679.2474999999995,2729.710721,6679.2474999999995,-3949.5367789999996
2026-01-03 16:00:00+00:00,0.0,0.439999,1260.3997235,0.0,12.5852845,236.109297,1227.29040525,2736.8247092499996,0.0,0.0,6731.639999999999,2736.8247092499996,6731.639999999999,-3994.81529075
2026-01-03 17:00:00+00:00,0.0,0.439999,1263.11286125,0.0,12.68691775,238.07211725,1226.3793540000001,2740.69124925,0.0,0.0,6661.4525,2740.69124925,6661.4525,-3920.7612507500003
2026-01-03 18:00:00+00:00,0.0,0.439999,1263.19319975,0.0,12.888816,234.09752175,1197.4852265,2708.104763,0.0,0.0,6527.17,2708.104763,6527.17,-3819.0652370000003
2026-01-03 19:00:00+00:00,0.0,0.439999,1253.88095525,0.0,13.021379,225.20953550000002,1195.10545325,2687.657322,0.0,0.0,6410.32,2687.657322,6410.32,-3722.6626779999997
2026-01-03 20:00:00+00:00,0.0,0.439999,1258.77018275,0.0,14.52448375,219.99841525,1197.64193975,2691.3750204999997,0.0,0.0,6292.795,2691.3750204999997,6292.795,-3601.4199795000004
2026-01-03 21:00:00+00:00,0.0,0.439999,1256.70805325,0.0,14.67423225,218.07671825,1172.7664610000002,2662.66546375,0.0,0.0,6131.7275,2662.66546375,6131.7275,-3469.06203625
2026-01-03 22:00:00+00:00,0.0,0.439999,1247.749445,0.0,14.3307435,214.25173875000002,1060.6399285,2537.4118547499997,0.0,0.0,5984.705,2537.4118547499997,5984.705,-3447.29314525
2026-01-03 23:00:00+00:00,0.099861,0.439999,1239.495304,0.0,14.28170925,210.48306175,900.92559425,2365.72552925,0.0,0.0,5819.7825,2365.72552925,5819.7825,-3454.0569707500003
2026-01-04 00:00:00+00:00,0.19977775,0.439999,1227.7481685,0.0,14.0365845,218.30776625,968.6453575,2429.3776534999997,0.0,0.0,5716.715,2429.3776534999997,5716.715,-3287.3373465000004
2026-01-04 01:00:00+00:00,0.2,0.439999,1219.151891,0.0,14.995550249999999,193.03148625,948.9062570000001,2376.7251834999997,0.0,0.0,5642.5625,2376.7251834999997,5642.5625,-3265.8373165000003
2026-01-04 02:00:00+00:00,0.2,0.439999,1221.24629375,0.0,15.2374445,158.843414,914.8045824999999,2310.77173375,0.0,0.0,5574.797500000001,2310.77173375,5574.797500000001,-3264.0257662500007
2026-01-04 03:00:00+00:00,0.2,0.439999,1220.6674375,0.0,13.438434,163.823345,898.19142925,2296.76064475,0.0,0.0,5579.975,2296.76064475,5579.975,-3283.21435525
2026-01-04 04:00:00+00:00,0.2,0.439999,1219.231042,0.0,14.3999785,167.24240650000002,895.74743925,2297.26086525,0.0,0.0,5581.6625,2297.26086525,5581.6625,-3284.4016347500005
2026-01-04 05:00:00+00:00,0.2,0.439999,1221.89368725,0.0,17.3004725,168.73234025,863.2344047500001,2271.80090375,0.0,0.0,5642.535,2271.80090375,5642.535,-3370.7340962499998
2026-01-04 06:00:00+00:00,0.2,0.439999,1223.813955,0.0,18.59802375,165.74373,817.8805092499999,2226.676217,0.0,0.0,5703.5825,2226.676217,5703.5825,-3476.9062830000003
2026-01-04 07:00:00+00:00,0.2,0.439999,1225.732105,0.0,17.39499775,162.90729225,778.1204397500001,2184.79483375,0.0,0.0,5841.0375,2184.79483375,5841.0375,-3656.24266625
2026-01-04 08:00:00+00:00,0.100111,0.439999,1225.9187697500001,0.0,18.2129145,155.07687125,933.7646695000001,2333.513335,0.0,0.0,5976.9,2333.513335,5976.9,-3643.3866649999995
2026-01-04 09:00:00+00:00,0.1,0.439999,1234.9987215,0.0,16.79132275,157.38486875,1028.9975525,2438.7124645000004,0.0,0.0,6195.22,2438.7124645000004,6195.22,-3756.5075355
2026-01-04 10:00:00+00:00,0.1,0.439999,1238.799902,0.432578,17.91991725,155.196611,951.588214,2364.47722125,0.0,0.0,6346.8099999999995,2364.47722125,6346.8099999999995,-3982.3327787499993
2026-01-04 11:00:00+00:00,0.1,0.439999,1247.65477475,0.62163225,18.3529905,143.536927,915.10636975,2325.81269325,0.0,0.0,6388.175,2325.81269325,6388.175,-4062.3623067500002
2026-01-04 12:00:00+00:00,0.1,0.439999,1214.66247325,0.57444175,17.908814500000002,141.852752,893.487523,2269.0260035,0.0,0.0,6428.5575,2269.0260035,6428.5575,-4159.5314965
2026-01-04 13:00:00+00:00,0.1,0.439999,1244.50024925,0.5735012500000001,17.700563,160.68536025,946.871294,2370.87096675,0.0,0.0,6436.66,2370.87096675,6436.66,-4065.7890332499996
2026-01-04 14:00:00+00:00,0.1,0.439999,1259.664024,0.000623,16.850925500000002,160.02860325,979.7569424999999,2416.84111725,0.0,0.0,6541.22,2416.84111725,6541.22,-4124.37888275
2026-01-04 15:00:00+00:00,0.19988875,0.439999,1261.5638314999999,0.0,16.00968925,154.9735805,1050.9576375000001,2484.1446265000004,0.0,0.0,6609.625,2484.1446265000004,6609.625,-4125.4803735
2026-01-04 16:00:00+00:00,0.2,0.439999,1279.8096950000001,0.0,15.55747375,149.2124855,1094.16699775,2539.3866510000003,0.0,0.0,6535.6125,2539.3866510000003,6535.6125,-3996.225849
2026-01-04 17:00:00+00:00,0.2,0.439999,1285.7037169999999,0.0,14.721090499999999,159.25142925,1103.67076575,2563.9870014999997,0.0,0.0,6483.9175,2563.9870014999997,6483.9175,-3919.9304985
2026-01-04 18:00:00+00:00,0.2,0.439999,1286.94747925,0.0,15.27683,120.03534,1091.59795575,2514.497604,0.0,0.0,6439.07,2514.497604,6439.07,-3924.5723959999996
2026-01-04 19:00:00+00:00,0.2,0.439999,1288.27731225,0.0,15.1991325,90.63272,1142.338495,2537.0876587499997,0.0,0.0,6397.9974999999995,2537.0876587499997,6397.9974999999995,-3860.9098412499998
2026-01-04 20:00:00+00:00,0.2,0.439999,1287.55856825,0.0,14.45197825,70.34822975,1141.4004795,2514.39925475,0.0,0.0,6348.25,2514.39925475,6348.25,-3833.85074525
2026-01-04 21:00:00+00:00,0.2,0.439999,1278.5249952499998,0.0,15.13096375,60.06406025,1101.3052505,2455.66526875,0.0,0.0,6206.175,2455.66526875,6206.175,-3750.50973125
2026-01-04 22:00:00+00:00,0.2,0.439999,1271.14357775,0.0,16.06828875,46.32019125,1032.439364,2366.6114207500004,0.0,0.0,6034.9225,2366.6114207500004,6034.9225,-3668.3110792499992
2026-01-04 23:00:00+00:00,0.0006665,0.439999,1255.509238,0.0,17.218546,32.342817249999996,906.21320175,2211.7244685000005,0.0,0.0,5869.1125,2211.7244685000005,5869.1125,-3657.3880314999997
2026-01-05 00:00:00+00:00,0.0,0.439999,1246.0716320000001,0.0,16.1215635,31.68617925,932.3676587499999,2226.6870325,0.0,0.0,5736.0725,2226.6870325,5736.0725,-3509.3854675000002
2026-01-05 01:00:00+00:00,0.0,0.439999,1244.02773075,0.0,15.82323375,31.06342975,953.83046075,2245.184854,0.0,0.0,5664.5025000000005,2245.184854,5664.5025000000005,-3419.3176460000004
2026-01-05 02:00:00+00:00,0.0,0.439999,1249.08362225,0.0,16.125049,32.96921125,990.23458925,2288.85247075,0.0,0.0,5620.202499999999,2288.85247075,5620.202499999999,-3331.3500292499994
2026-01-05 03:00:00+00:00,0.0,0.439999,1253.57721075,0.0,15.381787,50.132622,980.44985275,2299.9814715,0.0,0.0,5640.3375,2299.9814715,5640.3375,-3340.3560284999994
2026-01-05 04:00:00+00:00,0.0,0.439999,1253.239332,0.0,15.78931825,50.6145275,964.67849,2284.7616667499997,0.0,0.0,5791.2325,2284.7616667499997,5791.2325,-3506.4708332500004
2026-01-05 05:00:00+00:00,0.0,0.439999,1262.22669225,0.0,17.7799765,40.649209750000004,1025.05039375,2346.1462712499997,0.0,0.0,6320.4175,2346.1462712499997,6320.4175,-3974.27122875
2026-01-05 06:00:00+00:00,0.0,0.439999,1272.17814125,0.0,17.31063125,22.828604,1225.63827675,2538.39565225,0.0,0.0,6692.7225,2538.39565225,6692.7225,-4154.3268477500005
2026-01-05 07:00:00+00:00,0.0,0.439999,1288.04091075,0.0,15.464695,23.26891425,1245.446115,2572.660634,0.0,0.0,6844.297500000001,2572.660634,6844.297500000001,-4271.636866000001
2026-01-05 08:00:00+00:00,0.0,0.439999,1299.82640425,0.0,15.357105,27.03396325,1246.5431135,2589.2005849999996,0.0,0.0,6892.935,2589.2005849999996,6892.935,-4303.734415000001
2026-01-05 09:00:00+00:00,0.0,0.439999,1299.6067655,0.0,14.24824725,30.7665785,1246.30341875,2591.365009,0.0,0.0,6889.9875,2591.365009,6889.9875,-4298.622491
2026-01-05 10:00:00+00:00,0.0,0.422766,1296.1880615,0.42286250000000003,14.55764175,36.864982749999996,1202.74870725,2551.20502175,0.0,0.0,6895.415,2551.20502175,6895.415,-4344.20997825
2026-01-05 11:00:00+00:00,0.0,0.439999,1314.1835655,0.468227,14.3393345,43.428723000000005,1209.9896025,2582.8494515,0.0,0.0,6909.005,2582.8494515,6909.005,-4326.1555485
2026-01-05 12:00:00+00:00,0.0,0.439999,1327.54226325,0.47452150000000004,14.0008305,38.73478925,1170.94706725,2552.1394707499994,0.0,0.0,6888.4,2552.1394707499994,6888.4,-4336.26052925
2026-01-05 13:00:00+00:00,0.0,0.439999,1330.76335825,0.45230125,13.706461000000001,30.72757,1164.426907,2540.5165964999997,0.0,0.0,6899.8075,2540.5165964999997,6899.8075,-4359.2909035
2026-01-05 14:00:00+00:00,0.0,0.439999,1336.3097910000001,0.0004685,13.82035025,37.9534355,1159.80062425,2548.3246685000004,0.0,0.0,6989.35,2548.3246685000004,6989.35,-4441.0253315
2026-01-05 15:00:00+00:00,0.0,0.439999,1336.4792929999999,0.0,12.6828395,44.00019625,1248.9275522500002,2642.52988,0.0,0.0,7136.6975,2642.52988,7136.6975,-4494.16762
2026-01-05 16:00:00+00:00,0.0,0.439999,1332.604234,0.0,11.816152500000001,37.99782975,1140.1110625000001,2522.96927775,0.0,0.0,7116.4075,2522.96927775,7116.4075,-4593.438222250001
2026-01-05 17:00:00+00:00,0.0,0.439999,1326.41006825,0.0,11.46659475,47.64208925,1224.32794175,2610.286693,0.0,0.0,7021.415,2610.286693,7021.415,-4411.128307
2026-01-05 18:00:00+00:00,0.0,0.439999,1327.4649075,0.0,10.690995749999999,43.37658,1229.393934,2611.36641625,0.0,0.0,6925.87,2611.36641625,6925.87,-4314.50358375
2026-01-05 19:00:00+00:00,0.0,0.439999,1329.26327475,0.0,10.983482500000001,59.19893075,1193.11152425,2592.99721125,0.0,0.0,6838.405,2592.99721125,6838.405,-4245.40778875
2026-01-05 20:00:00+00:00,0.0,0.439999,1333.2435584999998,0.0,11.77032225,61.8163985,1173.3202085,2580.59048675,0.0,0.0,6696.1075,2580.59048675,6696.1075,-4115.517013250001
2026-01-05 21:00:00+00:00,0.0,0.439999,1337.8199305,0.0,12.9832325,31.3995435,1151.98564225,2534.62834775,0.0,0.0,6495.215,2534.62834775,6495.215,-3960.58665225
2026-01-05 22:00:00+00:00,0.0,0.439999,1339.3741715,0.0,13.27692175,40.99831025,1069.71788425,2463.80728675,0.0,0.0,6299.825,2463.80728675,6299.825,-3836.01771325
2026-01-05 23:00:00+00:00,0.0,0.439999,1325.15674675,0.0,13.683685749999999,53.079197,1010.40031675,2402.75994525,0.0,0.0,6156.2625,2402.75994525,6156.2625,-3753.50255475
2026-01-06 00:00:00+00:00,0.0,0.439999,1318.68440075,0.0,14.312199,39.0429795,993.2663210000001,2365.7458992499996,0.0,0.0,6020.8875,2365.7458992499996,6020.8875,-3655.14160075
2026-01-06 01:00:00+00:00,0.0,0.439999,1324.80966825,0.0,13.994285999999999,38.38885825,1008.75946175,2386.39227325,0.0,0.0,5940.9125,2386.39227325,5940.9125,-3554.5202267500003
2026-01-06 02:00:00+00:00,0.0,0.439999,1325.65138975,0.0,14.82947575,29.82186575,1009.69566475,2380.4383949999997,0.0,0.0,5917.7825,2380.4383949999997,5917.7825,-3537.3441050000006
2026-01-06 03:00:00+00:00,0.0,0.439999,1320.40625425,0.0,13.748181500000001,39.765395749999996,1005.2569395,2379.61677,0.0,0.0,5939.955,2379.61677,5939.955,-3560.33823
2026-01-06 04:00:00+00:00,0.0,0.439999,1327.99674225,0.0,14.257861,37.4174735,1012.9947055,2393.1067812499996,0.0,0.0,6049.9825,2393.1067812499996,6049.9825,-3656.8757187500005
2026-01-06 05:00:00+00:00,0.0,0.439999,1341.3224030000001,0.0,15.739334249999999,40.78422325,1034.92910675,2433.21506625,0.0,0.0,6386.9175,2433.21506625,6386.9175,-3953.7024337499997
2026-01-06 06:00:00+00:00,0.0,0.439999,1359.3900285,0.0,15.443571500000001,38.5350955,1131.56379475,2545.3724892499995,0.0,0.0,6906.9675,2545.3724892499995,6906.9675,-4361.59501075
2026-01-06 07:00:00+00:00,0.0,0.439999,1368.516808,0.0,14.42312425,40.66052775,978.681394,2402.721853,0.0,0.0,7024.71,2402.721853,7024.71,-4621.988147
